uuid,KMeans_n_clusters_5,GaussianMixture_n_components_2
+Ef4oUngn16FANTWOklC5o7njyW+XC1gqySic+6Mv4g=,3,1
+EjnQ4vn2y+fMIdhOZAJtxnRBqM0My8m4MrJrImIlcU=,3,0
+Em6H43A4uywtDqQCiyP1aQ9+8SBnwWJeZY92UBMGgE=,4,0
+EorSfbh0tSsUsCJ6i1xL2y3trr6pesSIT149D4jKCk=,3,0
+EvyPnN1uDsS5AeDbSLRmwUCT+t4Bgz7azxOHGp2u9A=,4,0
+EweeXDX1VEhSMDOpulMrtM2rakazmouvB7g7AY6eok=,4,0
+EyYBOSOsRaIAZN87nQG7LjB+7JO4wdBE+Xvq1aw/yM=,4,0
+F2EQHHXPk/DIrkuYYF++MKvmPjjg4N9DnhA4K0dfH0=,2,1
+F5iYQhmTQKwQMOinubvxLIH63kFjbpMoL6zANvwn4Q=,4,0
+FC581zrucyiuWTlq8YpUIQSIoLBfY3ZmbZ7GaRysoQ=,4,0
+FKRG5pdLB/5bbe9ip3c1YSA9guFpohPxrZd+Nj1JRc=,4,0
+FQUzP9vis8tuD1iIWvT6J4jzrD+FtyND4mCPMjjshI=,4,0
+FSdCW18zRBkBo0th4vxnE+3s9hyV9MyMThejdC5ZiY=,4,0
+FXcajgU2REz3D6DBUP5SnaTDUZq6n2rznr2vPplJCg=,4,0
+FZ0kUk9VCC9cs26YP8t8CEO9Qngukln9NWasbxLLFA=,4,0
+FcHdDAsqZphfzlf5Crh+O79NQJHqKoK65BwBj12aiQ=,4,0
+FdBayiWwocaPnxJ6D8+OO37xep0EZ/944ZYAmDrKWI=,4,0
+FloFxRoWL+053tH7PmaQURldJSD9Z+F2RPspuOriTE=,4,0
+FssPgE7mQwfhI1M+kKDCnMoKtEFhUNU+2iE3wqB7co=,4,0
+FwcwOLjjne2fi9QWkFlv40D3MJkg5faPEdX8y3ZwKU=,4,0
+FzHobXUA1atigXAUaDtwUo63muRcN0epW14/s4CeFo=,4,0
+G3riFITJA3UrOt2+m0xb4+xqpjzKojRr7oqTT/+QE0=,2,1
+G4AgSjL5VAo9kB3sT25+Qps/+6Dd4Mjf6Z9LOuT4g8=,4,0
+G5xKaupzSRPr+agOUzyJohe2AH4Sci7I3VYG0B3B4c=,4,0
+G7eRFvpQ+u/V4w7aJNlwJsZekLk0etS8qHQSXg/vlg=,2,1
+G8K0smw7YQLdYtP3mkvKm0XbHYFfD/6gZCEY7eJadc=,4,0
+GIA8B2hirDsuCqcLUrXeWsdWGWJjcqW96fGMAX5yhk=,4,0
+GRYLAXk9zSz2RISQMiYR3fkl/ndSo/ttyGpSbxfXyY=,4,0
+GaR4gcoXiaElvdKkw4k9jRj97bGcDbArpNm5ewtcHc=,4,0
+GfMfSz25yaCBsWdz2lzLcs3jgXfOCDhtto3xl9MLCE=,0,1
+Gh1RDR+wdtmqtB5POzgc1oMq6AQzrQTAHlj+PFtnDI=,4,0
+GhrWooopkxqYpN7UWCBLsdlIvgqTBIdMFAS9zrko4I=,4,0
+Gl6x8M2GAAG/bCXJE2W/3nod8UQlN7FdZuZy8NLKIU=,4,0
+Gqj2nalc6M9fusyVECTC0AN7UQdDQTXESIuElkDltU=,4,0
+Gr+XukVlJoXiyO7rJgODYcGTh3hvMKtOKT3FMfwKY4=,4,0
+Gyz2eFcUcnJjXY2vBaosdXg/tM6nLJw3e4N2qBrk6k=,1,1
+GzFcJVo+8f4vKOLiWSU2WtomOvkOF3X54/Y3CXk150=,4,0
+H1s67g00O6vAP/RgxJlbonFeC+Ol3hcmF8KBNbKTS4=,4,0
+H7vHcOpNzJAqPg/HA9YEx3qlHWK+3KRrXhBTJW28qk=,4,0
+H8Q1jv6Phh52dvvsDOhLss9e+wW6fL1RZBs76srTNA=,4,0
+HE6j/RRETlOBLMFP+mnE2cOXmiOGOrx8gLxhu/7T0g=,1,1
+HQ8WxKARLeHoqIUuRazTtLBlAyU6/iSryWRQRARlnA=,3,1
+HSjGayf8FflHOOb1WB4mOwoZZoDOBVk1NaumEIEpgs=,4,0
+HUpbY96HUnK3QKORG4yNl42xxg96xnoXWrzBULmqn0=,4,0
+HWicAD+FCogEG8q0IftoWE0YenO5glumv4DPp0PtMc=,4,0
+HbUjKkCCyHUiRIbDenBruuB/zj3EMMQC9HIlQHlmQo=,1,0
+HgpHTjH8BC8r+GaHI4uXSt3SOLJuEpVNmzVVW9yajU=,4,0
+HsCGxTmLY9LvF9NcF6hA/Bp67AE9Zs40YEC5tszGg0=,4,0
+Ht1h6+QunRgK/l1Noa6FTLRNhTNIUI4WRK0FzKZsvI=,4,0
+HtlaEfKcfUl4jVmYezkkTBaswk66GbdeOV22NIPOkU=,4,0
+HvC/ah39mH0KXzeBWEeJpwIyDiOZYuX7llQ3O+Ftw8=,4,0
+HwOZgO5AHp1uyap5N4snuASUYD0P6rYWUcrVAJvUtY=,3,1
+I+AQSprMRSMeKknEK+YnnxToimj5FAkthBGZSLwuXI=,0,1
+I0JeMPPf1pn+deRXs1jrHgwwzSY8Hl+G5R5LfpRfEI=,1,1
+I0NQ1vDah6pFSvcjld0c+IC2c0S27OCSijZ+16D7s4=,4,0
+I6SYozOtb7wkd9OGA5VCEAHeO1C2qfET3Jvw1JkKc4=,1,0
+IDQQet/ojLm0o/yG6XS8Gjmo430YT789/jIVWZgItw=,4,0
+IEVQksFymMU/3STt8ftaQKblnR7nZETNEjBSuVYS6Q=,1,1
+IJOa+XTG1qjWSloAT7UfD9BVtKR5W6yGZU6UmQPq68=,4,0
+IL5vMt1HXqll73/iQybqhwU00vouk1dAtGZBEmODFQ=,4,0
+IMp3UMxlnCo6F+b/lCP1hDYDXuejISiNx9EVynyoUA=,4,0
+IRMJyZLk8A6hVnxQYQ4kfiT4bkOg5MihbxdmEeKvPA=,4,0
+IUqxFTPAPTbmwUi1mdh8TKU7Ip4uIRbdnhWstlU5dw=,4,0
+IZgY1ZH9gXFMiJWqyz21t5hn+gSKdQEt7wtiN25Ld4=,1,1
+IcizfAy1C4T72lpQA/QZDFOZnOyoicjP4kYrRY5Nio=,4,0
+IkablpBzxXaH4ywuSwAlPT1HLuYMF4QEfczhjvGFeA=,3,0
+Il32qEbzrCWFo8T9OEuQZ+MqYh6B48I6dSyLQRl9Ng=,2,1
+IpZzQMV/GLHiB6+8Ew8kB0BeUIUM8YlG4auEQrr/Ts=,4,0
+It+VGv7VB7X5PMktZYma6Mka8J4mpOubHedHKSzvn4=,4,0
+It1bczgKCo6KqdZP5FBtQPMtyQVECdSrYj/4yyK11g=,4,0
+ItRVNkD+7D90ogRC6LI3Am74ZLcCa5fdA2P4MBbLq8=,4,0
+J6MW0NxiXjCZt17evNzvykFGU/MMeB+P8nK5I+FfLE=,4,0
+JCG0BVcRn74QjBUy2PYZBN5ikxyj2sUWC3hbD9LxOY=,4,0
+JIbQk0PSLDkfzxWmy3g/nQboUTc5R0XlFHCGCmddPQ=,4,0
+JY+vcgDC6TDfp1om7gLYerqlCONqh6BpoilIb368ZA=,1,0
+JYuoViU8RW0TID8EVUdvLlfNEJ0VsC4CD8X5mqhE3k=,3,0
+JePAhnIm3Kj5zsdxgsko0uIO6l6+0okHZqgVrXTBHQ=,4,0
+Jllw7ZquyFamoyK8WIRzxm2DWjaUP1EOP2cFPs4Ac0=,4,0
+JncIv/J8fToyykEYG4ZqAWGZbejS54Ey1SXQ9t4agA=,4,0
+JoTaLUhUDCpHyTh4G9LqsuLWnqcl1Z5F4iZHGN2Bw8=,3,1
+JtmobfuoXHbHtzgBs3Sr/brBjGAHy9dbx/UwdJzt+I=,3,0
+JvXss0CcJG2Lq4ujNtiTc7ZWFkAvob76EaGogruB9k=,4,0
+Jxg2UdPG3r8Kga1g3r2Q3+cBoTHb75J5uxrIVyopcU=,4,0
+K1CjnLNvQwoLz6ztRwnJvNa4qnwL7eXzOcQyxkIFoo=,4,0
+K5EcgRb52vROJrB9J25d0hhINKAZ5dXBa0tamnFe84=,4,0
+K8NaZ7gd+23idzRxbXSlXRMosm46AHjyz5Q34XUErI=,4,0
+KAoqlOYq61kJrQNK++/702nkSlGEFNYHByh1W8kIH0=,4,0
+KGJCeTMrWVGaUVr9EwIY79Tc6kVW0FSJ0UnQp/nE9E=,4,0
+KKCpyGdvcMrxZuqgOT1AOEiQfy+pQrjkdUcyy155B0=,0,1
+KMD/ujZ0WTsY7NAHiIbCF+IGLXAfE+nhulZwg3fNjA=,4,0
+KN9NdMAMuGbvc/g7plCHL1/3QAB7nwbJ7ZE8ypSp+Q=,4,0
+KNZjQ/cYlM61m874Drp0JsUEQe4o/ldVdM4N2DC9D8=,4,0
+KVNBrZWSH35yq435QtM0438EIrQqdOjPFXkrnNJNXE=,1,1
+KXu8xRTocOI9n/ccMPqyny7/XqnRRLhjkU7RsmPd7w=,4,0
+KfH/kXf/FmbywVeij0iDIEO3pPDTqzvjQ6QR3NALhk=,4,0
+Km6iTRNQOZevN8OVCSyyNAfwG7QJx0lZUMLq5yzZsI=,4,1
+KmHossGknoFhE1jLD4EOJJYqg9RoVaiqc+5yYOUQeM=,2,1
+KoDFAkVL6VVkO3Rh9M2H/UvI8/CSbEFzSt2C1LxSbk=,4,0
+KppeZbpuBUvV7mrsIUGjdm8l0Yniwq7HJakqbRtxOU=,4,0
+KqmEsbxoLNdSSIZZS7TprDRERp5dKybYAshVGL9iwU=,4,0
+Ktnncf1i3mxcmY1+F93/neAcVGS4zSDqYFyrCzqqfQ=,1,1
+KwHsidZLQX9jFw/XjHYyKqBfk5w+7kau0mDZJCMQZA=,4,0
+KzZDHiyJuwAY81ekfFNJY/1kyo6YlzJv/w1z/qba60=,1,1
+L/LNICIsziJgtQK7oZgV3oAiCewJnQptVBtdLf/qOQ=,1,1
+L1XrGCrT8KsfyTFH8nuKanqaHtwR2PxA8AT4HzaA8Q=,4,0
+L3cNVmVKLe7IwjMIaGC3C6uS86v5cOavN8cSbhOFd8=,1,0
+LCLqcBc0MWyT+KdstKyTVx8CgoihY8DFIHoVIBkGMU=,4,0
+LFnEx+qWyWbFUYsutTUFFk9aQb+b+uHKLshs4ROVXk=,4,0
+LHOsfCRaXgjZUWBz7uOPRwhMaAFMGYB6BderASgR6Y=,3,1
+LKLPp72Wva5wLHD5mrcK0SxYxMmbShzJG0D+Krryl4=,1,1
+LOEhC1Af8u5reucTjugcN+qEoCecDA+jvHBpUSFJMY=,4,0
+LOaQ5dyzu++NpobiU5jlMutdDf1nZ5Ye1xD5Ucnx/M=,4,0
+LcoVEAUNLNNX3HoNr5XTB6/qEGysa5JCdHCtNqnX/A=,4,0
+Le3yEhBg1s5FgmVP1FxxlPAzb34OMzxm/AibPrAYJ8=,4,0
+LfPld+IFkepnhcHdL+hUyNw5tIkirOLkE0SUEmHE6k=,4,0
+LgNr5/c5Pex0gx3TXejO1xOatTxGvTKaGM5gZDVcDU=,4,0
+Lk70fbHI/gK19kxuBm51fGB2BL4scpP8TE4amzhgTQ=,3,1
+LkX8gG9iMKqITEQdAfUAbKNKZYvGFKpyl2NEvWRwCs=,4,0
+LuK6LyDhKRF+fUXXUJhzmjRufN0yu/6OOe1JlfiO9A=,4,0
+LvSqGKXN3S5MwXU4DW6gWwYZhQ4o4GOzLaoxJKkqfw=,4,0
+Lva3iw6JxpAObjAOYu+oUS45ihXhT7CmevJAcMFwqk=,4,0
+M1vL+X2sl04tKesyjxUxk5RQInEAHQm2MchcEQq/a8=,4,0
+MC87BJYI2ZB3KKP6cJgldyRWCZNevypl2FN/Dl+S90=,4,0
+MDlihRCPOc++Av6a4Y5zpnWsd3xjGbUukF0f8Gv5oc=,4,0
+MONHapRLD1hHtqdx6LOFFnl4mtssWg6IDQBXgO9ofU=,2,1
+MS50zpuzzxju0sIe2e5pvwZ0KjDSkO9u+ZynKJDH8M=,4,0
+MSTbHZ3BqkBV2Rg0bgx7Bq0C8Pf+2azxJXYtpD3Aac=,4,1
+MVVF6uAFJSjs5U2VMwCFbHO22GUScg73ySAX39UKNY=,4,0
+MmKNltgNbfnkbaazAwdn2b7RMiDp7c1WD6t7XG+gMs=,4,0
+Moq2YVK+PFKeNNa44mdiW9m5/MWTfHlKMk8bVKSlD0=,4,0
+MtbzFl3O0WROLDzEefuYsq5Xe5xB94+AMb4aLFOb+Q=,4,0
+MuC+Dw4PhoN2wtztK2GvZgRq6EJ6uo4icURJd1meG0=,2,1
+MuX+SyBm9Mj54n1SYNAyXaHD0DaiE8IzJBaW9F/qek=,4,0
+MuZKrcIoif5A2/Ll51gO+xa/xAIs4Vc+Ab0pF7Wm2A=,3,1
+N+Cu9h5muQzErEYh+5GrqOAePMfK5yTKUpmlacahhQ=,3,0
+N+swassQHazVuwep6uPo9glSrwJJ8aOF9vK9PruSjA=,4,0
+N/0TlvZZ3V+T8JDDQBBfTrIEBkSZ16yrKPCKR5h3y0=,4,0
+N1TraCwKQHwNuZ32J5VJS3iC2W5xLXEp1qgFtBwrXo=,4,0
+NA77LA8EFQ3+5oJ7p1tFWSekpgs8qSUpGr2UfYaJ4k=,2,1
+NB6WvsF75GBclOvp1Ot8A1wxnJyjuYpZO54omg9o0E=,4,0
+NDyRWpbcwS2YtalE7BkRxe9NyKsYkbEuUO2pmmAR7I=,4,1
+NEys0Mhrb0Qj/XrtmsTk5jeuXkLhXEqtV4hSRQke+I=,4,0
+NI8LAOGzxWTHxE0cPZZ99ToG4/uYuAlvYBTbkX7+wA=,4,0
+NJrZa6E1dIBrrUlBu2OUVmkCmshIIJQgwt1gjZ+AFQ=,4,0
+NP4H1tOzJ2xWe+ZLhU+hamDBVMnMtBe9pLMcCEoRpk=,1,1
+NWXkFCDkhHY/KkBzElh6nvFljKzURQ9vRfux/u/wKM=,1,1
+NWmxJ+tH4HqS9lFWs7PoQjQ5RO2vq24zjy5Vjde8qM=,0,1
+NXisyRH5QM9MbBMrT6Pmp/rEysJIzOhNzyeD1UI6HE=,4,0
+NZ+8oc+umXYpIf9RQ9f24CsZrXKzgom0cFC5gdIcyo=,4,0
+NZtEYypis5PQYMd76nHeOEnJI5egbJppFvsVrF5OXs=,4,0
+NdDUhxDMlf+HCMuhs8fhoDSDovXzuq0NTq92SsugS0=,1,1
+NnXiZmZ2kAkxOGTKHYD/u5XtLE6wIUB3ziqmnCKk8A=,4,0
+O21Z4/WSnPE4NAT611gEYx5rNhPL3kehMJDVtxWF4g=,4,0
+O6PIix/PbzYhh4gS2oEnfWMoSYsjjpIvWFnLWEGoB0=,4,0
+O82aCJLiVoloFUg8GukR44+Io87dR8M771PeV3qPaY=,2,1
+OAh3z2sCnDmUssCTvEiBCdZGO0rQ4WJeG167o8Ex7E=,4,0
+OF0KLmhyDG/Ho91CyFfPdCrFpJtdweTxysIwoypIoI=,4,0
+OKqHm02SEwDNEkjdiSuFtp7cZ3qONAVA1+zdQCK0es=,4,0
+ON5x6LaAPWSIQrxxHxV5rndYXHG1D9JeA7fVN0uikY=,4,0
+ONfZTJcDH6nNEJvhN8Sihl2KI4FIn9GmtXjrcVNwXI=,4,0
+OQdvb6RBZ8IZBeI/heVN2C84qYSJXHdPYKjQ350lAU=,0,1
+OWJjErlNFVyhQIds9PJHvGFuTiu2XQpTEFcbqoBuUE=,4,0
+Oby66Lna2bnvKjvAZQnW+44ljFnc+ZH9d+hAiZSK6U=,4,0
+OhwHzayVoT2O3BxOlc2HZazh3FYqWxUmqXDADPZI8I=,1,1
+Oiyhcqz/bNAdwZv0lgdW4xZBD96PERObrpcDTn0aB0=,0,1
+OlT8petYrgpFSk2HRWy5koWHW5/UoTXnx6rBnX5uLM=,4,0
+Oo+ob0YK/yFBooA6Nf3OW36y7Gr/b6/ba4a6UME/0A=,3,1
+OoggBZ1ZmAdY3YYLNMh004/pHTW6S0sjWTNWwNhyjg=,4,0
+OsruDLZgeyYbyVCfb2np9OR89gUNJ6G4w7YOry+nKE=,4,0
+P+4ReDErMJJthrAmU6FcAxXLrcTqStjqXY0XeSyG3Q=,4,0
+P/vcUhtbe3Ey4nBrqdKzmM0P8R0lsDrpcg+y67f+1Q=,4,0
+P5aMYgeaN6WsbWJ4wplAFhzDJLDLz91Xu5OiNZGs0M=,4,0
+PDMbIDLFrV1PxaXY5+sPrqCgcFi6V2kwEQghp5KE70=,4,0
+PEIMNH6ETWddkmhS54+3aUgSnaY4IznZ9dkzP5D0Kg=,1,0
+PFUXu+XZ55G7tTxcS2UlBc230MoBJQIQlvvMSVpQJ0=,4,0
+PO2PkxyWT6DhieDKEOPonKR7clAIkBtBeWFgnJnvqc=,2,1
+PUI+zSbqfqjOS3kpEI9eKwR8nQTVr8gmygO28szjX0=,1,1
+Pab0paKH+bPVl8T9tW97HnlDqlDuQXqBYqbIKZmiGk=,1,1
+Pc4egMEqOD1/AOh3xIlNSsTyvebavYVSONqK2UAG/k=,0,1
+PeJSXjMTm5Kzx932c2Llz3kue5gcCuxJ5Bq55jni8o=,1,1
+PgBM4pKPOIB8ZOLaIKCCzrYNLEZag7/aOovug1jiA0=,4,0
+PoBVBt9VCfRQUCCZ4uT+e4ROM/htvLfPjWKxeQsM3o=,4,0
+PrTvbsoKMiQ+6TveWRppIidSeMvDEbHxFirv9OSUvY=,0,1
+Pzm2S7zt/5/CAWz+IoaYQTTMgGZuW1RfFLVNFhZxTs=,4,0
+Q5CUuQeoZTChQN34tGTWoXQL4k4MBWAG6L/Plkyjbo=,0,1
+QAindac2bv3UFJnc71DgYNj52Sl/hDexCbdk/QaWmY=,4,0
+QDbhoZIRoGbR/UyufF0o6T6ZOQaVsSqkh3gn+M0b0Q=,4,0
+QGVzOJpC5DgFpk7ihoAD47flEuZo9uszGwN73eNlMI=,4,0
+QKbUTc1/6fjJl8ibIJaI9tfuewBgzGnSbTRZmRdfks=,4,0
+QPFULXem04/Cy0ubViy+3L7+eP6AuQ+ZJTpJYlRkvI=,4,0
+QX1h+3INm712Gd3xe9VGVNg3t9BbhrGP/M7Vzijtvo=,4,0
+QZDpkCtZ74Y6ZUtC6EZNDOv5J+wAN//IPqN418OY9g=,4,0
+QbHQGGo1/rqYT5irWLufDsl/q+3ilqQjDrCHK8aeRM=,4,0
+QgZr0H3T6/YcRQhNMf1f+OEsqo41DL6Hn7QFOJ9HGw=,4,0
+QgnZhWApW8ndV10YyGw4qmTxUZ+r1F2DPbBuKjmtDU=,4,0
+Qh+ch8aW5s3gyWOG7jY2fPV32ec6uhnYeNvusm7vgw=,1,1
+QjSDfwQBrH6tQqj8Idmp9JjxJQvKU5768AtjlKiC64=,4,0
+QoogKSFcbYsMDR87US+k4JImm+IJtjX4jphjw9UbMQ=,4,0
+QqHsqXRHTq/Plts6xyWuOlZIwMK0q1H9rudBosjJ+c=,4,0
+QqNkmeT4F23mVF5HOwOOEFRfBjDdFJ5j4Fc4JEyKWs=,4,0
+Qslws/ucQNUTW9ZwJr1HoSC4mKJYNbxze6pbudzgD8=,4,1
+Qx7gIKBNCGcK+OhLto6XYNCCHQPDn6zJdTm2zBLfSo=,4,0
+R4dM/LuupgiOkU3PK0Spj6ZQDAk7y+ZQNdlO311p50=,4,0
+R5IMtVnH4q2CRUt6BOsLc2rBbvUSV3wkDI0df+udkQ=,4,0
+RFVoRnW/GEDh46Xbv/AsGUQuTbAPfxyc8G9aXPpyj8=,1,0
+RS9gTmPsexQSDrLNgCNAa1m87Fk3TpFT9sSh+iRcfo=,4,0
+Rf6l7hw5E9VlpwNF6ge74ckHv0dAVr72h9hkDkWdTk=,1,0
+RpDB3ONSfSL1Kw467p9wCQIA2lAUQOnPMWwbkmB6vg=,1,1
+RrGm1bUlW/kdAxAaS4JfdH+sxCAjSFu7cYt43eGPYU=,4,0
+RsL2UY5C5iifaujpFgpISNJzyOgcFbb9QGFgUD7QF0=,4,0
+RzrEtrMUcRNMH/cnfX6FUwbUlV/TBPl4ZsRIgo5E1M=,1,1
+RzwXEqfXkIqqipircYH4nAllaF75CYnUXE0+DYyKLw=,4,1
+S0A8xXgmTQT86GjR5XvJbfKcGX/AjgJM5YCCWQugO0=,2,1
+S0V2qTHINe0MkaC6dhbDoqb3fxCcZ2VRR/uhkqXc+4=,4,0
+S2upUPSU6txUPkv3SLr8dcspvt+vTLvVSBie5JCb+Y=,4,0
+S6PjPZdW6PgfoEWj5rcSrj+z8mNf44xhLzJCZABasY=,1,0
+SFg48PoOcK+7Ci/yPeI2GwwANvmHOtPdnEOzeG15Jw=,4,0
+SFw2DA7A41dG2Y0JVy+VuZxzXIPhMviPIz9JsI7LMY=,4,1
+SGJX19ejOhvv/18As7ofQSPYXxuEzaYSOthO9YnBb4=,4,0
+SGukpZvpa4Odc3rYXvPrqKDjd9Vu6Dh+RbhZOxu5NQ=,4,0
+SHhruzRQYC7BZbreV2qwrtz0gKz4Es2TKcldJf1wVs=,4,0
+SNdhj7XnK+6CIAlm2lnALxf8/v94Y8tAUZsQDq5vlI=,4,0
+SSU3LAv+Dc5pyL2TamozFYSSFuZh8MTv+CnGKDfDFI=,2,1
+ST7pb8s5fORGsOKJMt34vXksrXlnwhpWvoEsdeD/2o=,4,0
+SZgsjURUj+efJ//C2Aaf4ECwq/niowUR6HCHBTy5nQ=,4,0
+Sicv8qSVYsh7JclshrfqIJvDxFaBMfE+wXkiJlr1lI=,4,0
+SvIwJs8/d+y+J3a6kUMTCOUu0/PPoYeLXhITmcNwhM=,1,0
+SwBoBmv8zxnF2aldK8/1FwHRgU75oxij8mkQbqaMeI=,4,0
+SxaZDt0KiUIPTCDHs2ayLY+sF76uhQD5RYRq5r8IY4=,4,0
+Sz8KqhzqZ30NI9zs8TkLcbXwBBA/Jn+N1v90K9yeEo=,1,0
+TES4kixzStNPHc0F9KgZol6w9AhgMD/p1ztQvABuWo=,0,1
+TIr52O1kOK1RYfEbTO7xhM4dEbzZw6ORzfEdfI2l0s=,4,0
+TM9xs5h1sXJlsGl3CR14yh9Ks7cfOSjJA9zXeu5L7k=,0,1
+TMmH5taaIWdGc6z8FiMezsEnfu+COhDVp8TijgVBY0=,4,0
+TQWUAnaqjHItAV42OvvTtno5+lR981UJ6ndauIHGr0=,4,1
+TTDZdhwGsyarbWOLURUKUHygut4RPl5vHNB4S7hBXw=,4,0
+TaSKX7l2BgFP3AIJTCyh2KPvfIlv7zWRm9HNbLY524=,4,0
+TrT+pB5AI5TUDJ2iMd4cTLTF4sfEtCO+7E01DyL2Xg=,4,0
+Ts/WiIvxtvWT6JZgY42Q5b4evuKWnOtWvDTSSFzl20=,4,0
+Tx9vywrxECePV8Phl+cquCjfmXzPXx9fHyJdSWndZ8=,4,0
+U+G7cnEGKpCdxMFWFe+he3gdjRgsBEprC8aD3+SOq8=,3,0
+U2CrE4HvTI2uOnJqnUIUk+J411AGVcLuQ8exJR0SuI=,3,0
+U3f7SAMJ3tsNAe2LgXYw1wzKvHw9U5m7WnWt0yK7OM=,4,0
+U5Bd6idmr8KQcz/pqo3Vrp9O255kBaEpimcuuPuIuI=,4,0
+UGHmiya3y4o4OpwRHkewPL60Gl0B9jPvww5O9so3Os=,4,0
+UKltZi0GMyT3z6ONcwDgjG28U7E678ke+yxm0muEwU=,4,0
+ULR51XL8k7sYGQyQresw51dzlRtRCPuqktv0bvvHRA=,4,0
+UOoErUV4+qpqIY47CR2Z5EGbQp5t0XtwI2E97dXoPQ=,4,0
+UTIGCOxPaNJegoAZgKX8A6Xp8XXQfLse7E2OBRJ/SE=,2,1
+UVHrxUq15hZX1P7g+x56p9pEt9y+I33Ys42DfBcdOo=,4,0
+UeqWVOBye7KBivOwjSt8a2GxZZZMVQmDlKAoUwUKww=,4,0
+Ul7l6vLaJfq9eYAhnBQoWmvPmZ9/UG+EdhlDFTW94E=,4,0
+UvZ9q/Q+S2LJD25OWsrL2cl9sIZdzRrUaYD2z0mvbs=,4,0
+UvvQ5YyUZY/z1jmokt0LB3EHbYLL+z8fwxM1Jq8IyU=,3,1
+UyKBdKOoGLy8JeycQiXCnZOaOCMOZswkURNUUbCSMI=,1,0
+V/q1N/zpcy4S8quP9HdNGj9QRfMYe41ciTqGqqSXDo=,3,1
+V1HjIow64kOTu3n6KvukX3nWbamEBYoPWpAZ/MMVkI=,1,0
+VBEy+XyXq3y1F+vIu58bEa46rkVnuGbd0e1btOT53Q=,4,0
+VGsQz7xXqEYwXcKDzBS1NJChTsXxM0+KjqcjzouAwY=,4,0
+VPpQiJlexLFrTBDifXwhNnwcwti0EB5OEMDtYQGdZA=,4,0
+VQjCl0gu8JLhygAZ7Qf83E9/F5ys2ddJQ4XqByjTr0=,3,1
+VSHhj+MRrQ0pxtgjsNw5c5dG2abYOQrKmjMYbhwMa8=,4,0
+VSU2Zf/VY3W8LqZtNGOqlk4Ms/cGmumGZn+sQTGX/4=,3,1
+VSxVbDOpsEzPIoFTERiFHEKM7T0hbGXDoVKS/6+1SE=,4,0
+VUyDuTKko3qEClKNz3Nyfs+GEe+bZ2rUL5uACoOp9g=,4,0
+VWm9jh8tG+QFefetv3LF4mgzfLt3xr5cJDvDfATmvE=,4,0
+VdQs/SZvYbINutOToyXMxm9abiClUBIILUdY6+iRqU=,4,0
+VgRX3esUmj9zsnPKPGMU1meQyiMgIwkx5Wc9NoMx4w=,4,0
+VgiGiKskhrefId5FLcYIUUXd0a00FwG+KE2FIFVGX0=,4,0
+ViUeBUpXXPe0dzcjOnbPeljfST2KIIDQ77e5MAC2ag=,4,0
+VjV3X8q29p2cDp4FkaV5P2vO1yN2Lq7Ie7BJ9exa0Q=,4,0
+VnyAVkCdok+TLwxzPqCOdIcJi47WrgmdbafPDP4at0=,4,0
+Vpnr3k3gpNU373nxydjSGzeheO2v0qNIFEqUsJ/ITk=,4,0
+VqXE9k1gmKE8t6SjhAw4hVqr6d2uqfBqiwYJgikBb4=,2,1
+VwIHFNqnyM4pRDQqio24EMFMj6WcighYlrTnP+NiV0=,4,0
+VwgqUZe+TuAh/h7uTqqq768s9/LxQEfRliHiZy3/+0=,4,1
+VxpGS03e/fSXLCmWrv7EbziH4eST/p4VAQ+lfFlXyg=,4,0
+W/GZbjsuPHdj6uVTIinMMYr6K+/dy5Jk56WwQ8vMHw=,4,0
+W/t4Vt3+L57Mm3vg6ZJ72//aLrqBSbRNApjlTfkU6g=,4,0
+W1LhpDqjg4AwU9DAelRCyQuO2YHNXCLWy65vlzmiKQ=,4,0
+WEKsWvA39knH7vpt1CnLWPOU8S5effgH0Hcf2o5Sbw=,4,0
+WHU5LLqJoNCEuTLFIP7tRXGdXWQbHgeUtoAlDedmX0=,4,0
+WMlT1OreKtwF6V55ZPUsjXIU1jlqepMfnOXObdhDw0=,3,0
+WYyRoVqcHfzGaBXdpaulCBX442fj+ohPJky5tAXZwI=,4,0
+WamDi8qJ3Fgihjj8FyVVWdMWEchGP6KVK7m5h2Dpqo=,4,0
+WeOmUiZK42VCqkLrUXKcrU0UZ0nt41ePA5WPvadzok=,4,0
+WgwA62FyaDTEC9bSq49AXTWpH1QQx+o+gS7qhMUmh4=,3,0
+WnIGdKGsa4pYa4Ah5Wu9NP28bvzU176ViPmsSSuGnI=,4,0
+Wr307B3rxffI+JPJD2rshDDJ+rtHFp0xzkieZg7w78=,4,0
+WrCRNaqDcrDGf0xyMg9NrQPqgYljI4SoDbZvFz0im4=,4,0
+Ws7tKOTObuEo+qY8rjLtCMSA+jaySYoK+6qEckcHSk=,4,0
+WsNeNfmQabBv+SFUJ3KAB5wcN0BWiD1i5Beeh5KCLI=,4,0
+WsklDBbfgTmEndIJYSFSO4qFnp7PnvGzW8b47Nyr5Q=,3,1
+WwdTk7N5Vf0gqLPS69RzZ4dXOB0BbB2/i013N23708=,0,1
+X1C1EE/0f4B1OGrv7a1vLTAFOnKYfoWvvSRg36Ws9M=,4,0
+X6+RHQjcs/AjMFRp5MOM3rgPOBxOiaEafWLMm8Bke0=,3,1
